Modelo,n,% correcto global,% error leve atributos,% correcto ampliado,% utilidad alta,% mejora,% descripcion generica,% incoherencia semantica,% error clasificacion
BLIP+LoRA libre mejorado postprocesado conservador,1543,58.85,24.95,83.8,80.95,80.43,0.71,15.36,0.13
